epoch	categorical_accuracy	loss	lr	mean_iou	precision_1	recall_1	val_categorical_accuracy	val_loss	val_mean_iou	val_precision_1	val_recall_1
83	0.8024632	0.03179939931913002	3.3000005e-26	0.5435576	0.7787288	0.9680929	0.9888533353805542	0.03467798978090286	0.8963819146156311	0.9888533353805542	0.9888533353805542
84	0.79991156	0.03171187417732703	3.3000006e-28	0.5388164	0.77634084	0.9683285	0.9889301061630249	0.03232301026582718	0.8955960273742676	0.9889301061630249	0.9889301061630249
85	0.79966277	0.03147360088454711	3.3000006e-28	0.53825843	0.77549994	0.9681984	0.9888966679573059	0.03180103749036789	0.8968906402587891	0.9888966679573059	0.9888966679573059
86	0.8058079	0.03210712194040015	3.3000006e-28	0.54831624	0.7839306	0.9679568	0.9891082048416138	0.0243273563683033	0.8970666527748108	0.9891082048416138	0.9891082048416138
87	0.8004914	0.03175155642266209	3.3000006e-28	0.53913754	0.776735	0.9681738	0.9887872934341431	0.024979261681437492	0.8955654501914978	0.9887872934341431	0.9887872934341431
88	0.8027258	0.03250851356298537	3.3000006e-28	0.54404193	0.77961886	0.9675413	0.9888876676559448	0.023512836545705795	0.8964571356773376	0.9888876676559448	0.9888876676559448
89	0.79777986	0.03237476018635002	3.3000005e-30	0.5347796	0.77278954	0.9675075	0.9888016581535339	0.02358361706137657	0.8949294090270996	0.9888016581535339	0.9888016581535339
90	0.80493623	0.032295918041789856	3.3000005e-30	0.54712534	0.7829956	0.9678042	0.9888135194778442	0.02350737899541855	0.8952705264091492	0.9888135194778442	0.9888135194778442
91	0.79867935	0.03179662065530146	3.3000005e-30	0.5387476	0.77426	0.96806	0.9887822866439819	0.025179285556077957	0.8958187103271484	0.9887822866439819	0.9887822866439819
92	0.8002593	0.03235862001373961	3.3000005e-30	0.53933275	0.77602583	0.96747017	0.9888132214546204	0.02587524615228176	0.8951905369758606	0.9888132214546204	0.9888132214546204
93	0.806768	0.033313552773482094	3.3000005e-30	0.5497614	0.7859179	0.9670004	0.988819420337677	0.026003479957580566	0.895484209060669	0.988819420337677	0.988819420337677
94	0.8022816	0.032244085460095794	3.3000006e-32	0.542213	0.77829146	0.96782684	0.9888327121734619	0.025703895837068558	0.8963913321495056	0.9888327121734619	0.9888327121734619
95	0.8046391	0.032010211986867154	3.3000006e-32	0.544094	0.7824581	0.96800566	0.9888430833816528	0.024348100647330284	0.8957321643829346	0.9888430833816528	0.9888430833816528
96	0.8070313	0.03222696045161905	3.3000006e-32	0.55000275	0.7860833	0.96777695	0.9889005422592163	0.02684485912322998	0.8966276049613953	0.9889005422592163	0.9889005422592163
97	0.79848075	0.03169917285039618	3.3000006e-32	0.53601295	0.77413327	0.9680727	0.9888047575950623	0.030043214559555054	0.897169828414917	0.9888047575950623	0.9888047575950623
98	0.80322134	0.03228745725307915	3.3000006e-32	0.54234403	0.78065276	0.9677546	0.9887908101081848	0.03173904865980148	0.8952690958976746	0.9887908101081848	0.9887908101081848
99	0.8017249	0.03270970823595653	3.3000006e-34	0.54157776	0.7790484	0.9675555	0.9890190362930298	0.028600607067346573	0.8973629474639893	0.9890190362930298	0.9890190362930298
